PROVINSI,KABUPATEN,KECAMATAN,KELURAHAN,SUNTIK,PIL,KONDOM,IMPLAN,IUD,VASEKTOMI,TUBEKTOMI,PUS,PUS_KB,PUS_TIDAK_KB,PB,PA,MKJP,KBPP,UNMET_NEED,BULAN
SULAWESI BARAT,MAMASA,SUMARORONG,RANTE KAMASE,18,19,11,19,15,14,12,17,10,18,12,70,50,34,16,AGUSTUS
SULAWESI BARAT,MAMASA,TABANG,TABANG,28,18,20,18,11,16,17,13,20,12,13,59,44,42,24,AGUSTUS
SULAWESI BARAT,MAMASA,TABANG,TADOKALUA,22,14,20,17,13,15,13,10,14,17,46,48,83,37,11,AGUSTUS
SULAWESI BARAT,MAMASA,TABANG,TABANG BARAT,11,11,10,20,15,10,15,13,10,12,43,24,37,43,20,AGUSTUS
SULAWESI BARAT,MAMASA,TABANG,MASUPU,15,14,20,12,14,10,10,12,15,12,38,58,19,17,24,AGUSTUS
SULAWESI BARAT,MAMASA,TABANG,KALAMA,29,11,17,16,16,12,10,20,10,15,40,99,69,21,25,AGUSTUS
SULAWESI BARAT,MAMASA,TABANG,BAKADISURA,12,17,10,19,16,10,20,14,12,15,43,97,40,35,12,AGUSTUS
SULAWESI BARAT,MAMASA,TABANG,SALUKONA,14,16,11,11,12,15,15,16,12,20,48,16,90,13,16,AGUSTUS
SULAWESI BARAT,MAMASA,TABULAHAN,LAKAHANG,12,11,14,14,12,14,15,20,12,20,15,83,43,15,17,AGUSTUS
SULAWESI BARAT,MAMASA,TABULAHAN,PERIANGAN,21,15,19,15,14,15,16,10,13,14,40,69,77,28,11,AGUSTUS
SULAWESI BARAT,MAMASA,TABULAHAN,MALATIRO,10,17,11,16,16,19,18,18,16,18,50,93,48,49,17,AGUSTUS
SULAWESI BARAT,MAMASA,TABULAHAN,TABULAHAN,19,13,11,14,12,13,20,20,10,20,40,55,85,23,13,AGUSTUS
SULAWESI BARAT,MAMASA,TABULAHAN,SALULEANG,13,15,12,12,15,12,15,18,14,17,31,14,71,10,24,AGUSTUS
SULAWESI BARAT,MAMASA,TABULAHAN,TAMPAK KURRA,30,16,19,13,13,17,12,10,16,10,11,37,31,22,20,AGUSTUS
SULAWESI BARAT,MAMASA,TABULAHAN,GANDANG DEWATA,13,15,13,18,12,17,13,12,13,13,40,98,30,20,16,AGUSTUS
SULAWESI BARAT,MAMASA,TABULAHAN,BURANA,17,12,11,15,15,10,20,17,14,11,44,17,41,39,20,AGUSTUS
SULAWESI BARAT,MAMASA,TABULAHAN,SALUBAKKA,30,11,18,11,19,16,18,20,12,20,18,32,70,22,18,AGUSTUS
SULAWESI BARAT,MAMASA,TABULAHAN,PANGANDARAN,22,13,18,14,17,11,11,13,16,18,24,32,20,43,20,AGUSTUS
SULAWESI BARAT,MAMASA,TABULAHAN,TALOPAK,13,14,14,12,18,12,15,18,11,11,10,54,70,12,22,AGUSTUS
SULAWESI BARAT,MAMASA,TABULAHAN,PEU',24,18,17,16,14,10,14,13,19,15,37,80,15,14,16,AGUSTUS
SULAWESI BARAT,MAMASA,TABULAHAN,TIMORO,23,15,19,11,14,13,16,12,10,20,40,83,35,39,24,AGUSTUS
SULAWESI BARAT,MAMASA,TABULAHAN,LAKAHANG UTAMA,21,15,20,20,17,15,14,11,15,17,42,43,100,19,13,AGUSTUS
SULAWESI BARAT,MAMASA,TANDUK KALUA,MINAKE,22,20,18,12,12,11,11,14,12,16,34,92,59,23,23,AGUSTUS
SULAWESI BARAT,MAMASA,TANDUK KALUA,MALABO,18,15,17,12,17,11,10,19,11,18,12,100,24,37,20,AGUSTUS
SULAWESI BARAT,MAMASA,TANDUK KALUA,SINDAGAMANIK,13,18,16,16,18,17,18,16,13,17,47,50,99,38,22,AGUSTUS
SULAWESI BARAT,MAMASA,TANDUK KALUA,PARONDOBULAWAN,26,20,20,18,18,18,19,14,20,10,22,59,15,22,15,AGUSTUS
SULAWESI BARAT,MAMASA,TANDUK KALUA,TAMALANTIK,23,13,20,16,20,12,10,17,13,16,18,40,92,12,14,AGUSTUS
SULAWESI BARAT,MAMASA,TANDUK KALUA,MANNABABA,30,10,14,14,18,16,13,13,11,18,39,69,55,48,15,AGUSTUS
SULAWESI BARAT,MAMASA,TANDUK KALUA,MESAKADA,21,12,18,17,18,11,18,14,17,20,43,45,40,32,14,AGUSTUS
SULAWESI BARAT,MAMASA,TANDUK KALUA,BALLABATU,18,20,19,16,20,10,13,17,12,10,50,89,10,26,16,AGUSTUS
SULAWESI BARAT,MAMASA,TANDUK KALUA,PAMBE,28,16,15,17,13,17,13,16,13,16,40,44,32,35,16,AGUSTUS
SULAWESI BARAT,MAMASA,TANDUK KALUA,SALURANO,20,17,12,14,14,19,11,13,13,14,27,82,75,16,13,AGUSTUS
SULAWESI BARAT,MAMASA,TANDUK KALUA,TALIMBUNG,16,15,15,17,17,11,19,15,13,18,15,46,84,32,19,AGUSTUS
SULAWESI BARAT,MAMASA,TANDUK KALUA,KANAN,24,13,17,20,18,16,12,15,14,20,49,45,84,21,22,AGUSTUS
SULAWESI BARAT,MAMASA,TAWALIAN,TAWALIAN,19,12,17,11,18,18,11,16,13,19,37,44,97,12,24,AGUSTUS
SULAWESI BARAT,MAMASA,TAWALIAN,TAWALIAN TIMUR,11,16,11,18,13,14,10,12,18,16,29,25,79,36,13,AGUSTUS
SULAWESI BARAT,MAMASA,TAWALIAN,KARIANGO,20,20,11,16,18,10,17,18,15,10,35,31,91,45,16,AGUSTUS
SULAWESI BARAT,MAMASA,TAWALIAN,RANTETANGNGA,23,16,20,13,18,19,12,20,14,15,13,76,59,23,18,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,ALLU,PETOOSANG,14,15,15,16,10,14,10,18,13,11,49,51,73,41,21,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,ALLU,MOMBI,19,10,18,17,12,16,14,11,15,15,14,53,35,11,22,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,ALLU,KALUMAMMANG,13,20,14,18,13,11,13,18,17,19,31,39,12,17,23,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,ALLU,PAO-PAO,20,18,14,19,18,12,19,12,14,11,31,27,60,35,10,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,ALLU,PUPPU URING,20,16,11,16,10,19,11,13,18,12,37,12,10,38,11,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,ALLU,SARAGIAN,20,19,17,17,18,17,14,12,16,12,48,12,88,32,19,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,ALLU,SAYOANG,12,14,14,17,11,11,16,18,16,13,15,48,44,39,12,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,ALLU,ALU,26,14,10,12,10,15,11,14,15,18,42,40,32,13,14,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,ANREAPI,ANREAPI,25,13,19,11,13,11,19,11,16,17,27,53,23,28,23,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,ANREAPI,DUAMPANUA,14,12,19,12,17,17,18,15,17,19,29,30,85,17,21,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,ANREAPI,KELAPA DUA,12,14,15,12,13,16,14,16,20,11,37,39,20,20,15,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,ANREAPI,PAPPANDANGAN,19,10,11,15,10,19,10,18,13,12,49,96,26,50,14,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,ANREAPI,KUNYI,13,12,10,16,20,12,14,13,15,13,40,17,95,28,18,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,BALANIPA,19,13,19,17,11,19,19,18,11,17,46,44,36,30,18,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,TAMMAJARRA,20,17,18,13,15,16,11,12,12,14,35,69,66,10,10,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,TAMANGGALLE,18,11,19,19,20,15,19,18,12,11,30,100,39,34,11,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,MOSSO,10,14,11,17,11,15,16,17,19,16,23,91,35,15,24,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,GALUNG TULUK,28,11,12,15,13,12,18,10,13,11,15,14,70,16,11,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,SABANG SUBIK,15,14,17,14,14,19,12,20,19,19,24,99,64,21,14,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,PAMBUSUANG,28,17,12,18,10,14,13,20,13,13,16,35,86,14,11,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,BALA,15,18,14,17,20,18,20,17,14,18,18,62,48,39,23,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,LAMBANAN,15,14,15,11,20,15,18,17,16,10,38,85,30,32,19,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,LEGO,12,12,18,12,14,14,12,16,10,12,27,100,51,39,25,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,PALLIS,29,19,16,13,18,20,11,10,10,19,49,36,69,16,15,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,BINUANG,AMASSANGAN,10,10,15,17,17,13,14,10,20,11,19,30,89,26,14,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,BINUANG,TONYAMAN,23,12,13,19,10,16,13,15,20,11,45,59,15,26,15,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,BINUANG,KUAJANG,15,19,20,20,16,13,16,18,15,13,44,45,93,11,14,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,BINUANG,PAKU,18,11,15,18,18,17,19,17,12,20,40,91,15,16,10,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,BINUANG,MIRRING,28,19,14,18,19,14,14,20,12,16,24,82,73,34,19,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,BINUANG,BATETANGNGA,18,17,20,15,12,11,18,12,10,16,14,41,69,40,15,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,BINUANG,MAMMI,22,20,18,13,18,17,15,20,10,10,35,91,79,45,12,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,BINUANG,KALEOK,30,19,15,18,11,19,18,10,20,11,12,78,71,37,25,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,BINUANG,AMOLA,20,18,11,15,15,19,10,12,16,14,12,14,60,11,19,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,BINUANG,REA,21,14,19,11,13,20,14,12,17,14,32,78,79,37,17,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,BULO,BULO,27,20,18,14,14,16,18,19,18,18,44,21,34,19,20,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,BULO,PULLIWA,20,14,13,10,18,15,10,17,15,15,17,96,67,28,25,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,BULO,PATAMBANUA,15,12,19,20,11,14,18,13,20,10,38,72,10,19,10,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,BULO,KAROMBANG,27,14,17,19,19,13,11,12,18,14,28,65,92,18,12,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,BULO,DAALA TIMUR,16,11,16,15,10,11,12,20,11,11,15,85,18,25,19,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,BULO,LENGGO,12,13,16,17,19,15,20,11,10,11,12,30,98,30,18,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,BULO,SABURA,20,14,10,10,16,13,17,20,18,18,48,19,95,17,21,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,BULO,SEPPORRAKI,30,16,13,14,19,17,20,11,14,10,35,56,18,12,19,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,BULO,IHING,17,14,15,14,13,13,12,18,15,18,42,15,25,15,11,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,PAPPANG,24,15,10,12,16,15,14,17,17,16,49,77,45,43,13,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,LALIKO,20,20,18,16,10,15,20,16,18,14,40,41,11,15,19,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,BONDE,10,14,18,10,19,13,10,20,15,13,50,19,99,30,13,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,KATUMBANGAN LEMO,22,13,14,19,11,19,17,19,14,11,10,89,26,39,20,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,PANYAMPA,10,20,20,10,15,19,19,14,19,11,23,77,79,25,12,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,SURUANG,26,14,15,18,13,16,16,11,20,16,46,14,59,47,14,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,LAMPOKO,29,17,17,11,20,11,16,14,15,15,46,53,88,50,23,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,KATUMBANGAN,11,14,11,15,15,15,17,19,11,14,32,14,92,41,18,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,LAPEO,23,11,12,17,15,12,13,15,16,15,50,20,66,25,17,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,PARAPPE,24,12,18,13,12,18,13,16,16,18,33,32,43,44,25,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,ONGKO,23,14,14,14,17,16,16,17,11,18,20,18,79,11,25,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,KENJE,27,17,19,18,14,18,12,15,16,18,44,97,17,32,24,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,SUMARRANG,25,16,17,15,14,17,16,16,11,15,46,10,74,28,24,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,BOTTO,20,16,15,11,17,20,19,16,13,11,29,17,92,15,14,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,GATTUNGAN,13,17,19,17,18,10,13,12,18,13,22,54,63,49,15,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,PADANG TIMUR,25,14,17,11,18,18,18,12,19,12,23,91,25,10,11,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,PADANG,28,19,11,17,18,15,11,13,19,10,13,65,39,50,25,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,LAGI-AGI,18,15,13,15,12,15,19,13,17,17,37,78,84,13,16,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,LIMBORO,14,18,13,17,12,10,16,12,15,15,18,51,53,46,22,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,LEMBANG LEMBANG,21,20,18,10,20,11,10,19,17,11,23,67,59,50,10,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,TANDASURA,12,12,10,15,15,10,19,16,17,20,45,32,95,45,19,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,SAMASUNDU,20,11,11,12,15,14,10,17,12,16,32,73,30,22,11,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,NAPO,12,12,17,17,19,14,10,16,10,17,32,56,59,17,12,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,TODANG TODANG,19,14,20,18,10,15,18,19,20,19,18,81,95,46,23,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,PENDULANGAN,25,14,10,19,14,17,16,14,15,10,45,68,35,11,18,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,RENGGEANG,28,12,13,10,16,15,12,19,10,11,15,64,51,27,10,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,SALARRI,13,12,16,12,17,17,13,15,19,13,18,80,48,34,11,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,TANGAN BARU,19,11,10,11,19,20,13,12,20,10,23,70,47,47,18,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,PALECE,15,18,13,17,11,18,14,13,19,11,40,77,14,41,17,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,LUYO,BATUPANGA,23,11,10,16,13,11,13,12,19,11,34,42,94,12,16,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,LUYO,MAMBU,29,10,13,20,10,20,12,20,18,15,48,62,33,21,25,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,LUYO,TENGGELANG,22,19,15,15,20,15,17,20,12,12,37,30,49,24,10,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,LUYO,BARU,26,19,12,17,11,16,17,20,17,14,12,95,18,21,13,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,LUYO,PUSSUI,26,10,10,12,11,19,14,20,11,17,20,100,25,29,18,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,LUYO,MAPILI BARAT,21,19,16,16,17,10,18,17,16,12,11,31,64,50,14,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,LUYO,SAMBALI WALI,30,11,10,16,10,11,14,19,15,16,40,38,54,20,14,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,LUYO,BATUPANGA DAALA,22,10,20,13,17,12,18,10,18,13,35,66,88,50,23,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,LUYO,LUYO,14,16,10,15,18,15,11,13,15,19,32,35,36,30,19,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,LUYO,PUSSUI BARAT,30,10,16,20,17,14,10,11,11,20,19,20,86,27,18,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,LUYO,PUCCADI,13,15,16,12,16,20,16,14,14,17,10,34,60,36,11,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,MAPILI,29,12,11,13,15,10,10,17,12,14,50,43,32,35,13,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,UGIBARU,17,16,14,10,12,16,10,20,13,14,35,37,40,11,10,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,RUMPA,21,20,14,11,17,11,11,13,17,13,40,67,42,25,25,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,KURMA,22,20,19,15,18,10,14,18,19,13,11,78,12,46,25,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,BUKU,18,11,16,17,11,14,16,20,11,20,12,46,31,40,23,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,BONNE BONNE,10,10,18,19,14,16,20,10,19,15,43,53,73,33,19,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,BEROANGIN,18,17,18,17,15,11,14,20,20,20,42,99,80,29,10,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,SEGERANG,13,15,12,12,15,14,13,18,10,19,40,28,82,22,24,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,BONRA,17,12,17,13,12,15,19,10,17,17,27,19,49,16,24,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,SATTOKO,23,18,20,12,20,15,18,10,17,10,42,33,55,23,20,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,RAPPANG BARAT,16,11,20,14,11,13,13,16,17,19,11,30,20,37,16,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,LANDI KANUSUANG,23,18,11,17,18,10,20,19,10,17,48,35,16,39,14,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,MATAKALI,MATAKALI,30,16,12,16,13,18,12,13,11,19,37,80,19,31,16,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,MATAKALI,PETAMPANUA,23,14,15,20,11,13,12,14,11,18,35,16,18,33,23,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,MATAKALI,BARUMBUNG,10,20,20,16,19,19,12,17,17,17,39,99,100,48,18,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,MATAKALI,PASIANG,10,12,11,20,20,16,19,13,20,16,31,90,51,24,22,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,MATAKALI,TONROLIMA,30,11,15,12,15,16,20,14,12,20,43,49,68,42,25,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,MATAKALI,INDOMAKKOMBONG,11,16,16,10,18,12,18,18,18,10,33,50,100,19,19,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,MATAKALI,BUNGA-BUNGA,13,14,14,11,18,14,10,15,14,20,39,69,58,24,15,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,MATANGNGA,MATANGNGA,20,18,16,11,18,14,14,14,20,20,15,64,36,27,21,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,MATANGNGA,LILLI,20,16,16,15,16,10,10,11,14,13,18,16,39,37,13,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,MATANGNGA,RANGOAN,20,18,15,16,11,15,19,17,13,13,40,41,25,31,11,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,MATANGNGA,TAPUA,16,18,12,19,11,12,15,20,13,19,32,29,30,14,25,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,MATANGNGA,MAMBU TAPUA,30,13,19,17,11,20,16,20,16,16,38,23,18,26,17,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,MATANGNGA,BA'BA TAPUA,12,10,18,11,13,19,18,11,10,20,13,49,12,21,15,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,MATANGNGA,KATIMBANG,20,17,10,17,11,10,18,10,14,17,42,62,92,27,17,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,POLEWALI,22,16,10,11,19,16,20,14,12,17,31,21,69,17,11,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,WATTANG,14,20,13,14,12,20,16,15,12,14,15,78,58,18,12,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,SULEWATANG,24,12,15,14,15,19,20,16,12,13,32,71,63,35,24,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,LANTORA,13,17,12,16,15,12,18,20,13,19,35,61,61,16,21,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,TAKATIDUNG,23,13,18,20,20,13,13,11,17,11,42,47,47,33,14,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,PEKKABATA,11,20,11,18,18,11,19,16,17,17,39,53,39,27,10,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,MADATE,11,20,16,19,15,20,19,18,13,11,24,17,74,36,13,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,MANDING,24,15,13,18,15,13,13,13,17,13,36,35,80,15,18,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,DARMA,21,15,19,13,14,13,16,17,14,12,43,32,11,17,25,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,PELITAKAN,21,20,12,12,11,10,11,12,19,11,33,27,11,22,21,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,TAPANGO,25,20,12,18,19,15,17,19,18,11,43,85,86,38,21,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,RAPPANG,19,20,12,10,12,12,18,17,20,16,19,21,64,12,10,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,DAKKA,28,20,11,10,13,14,10,19,16,17,47,68,31,38,11,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,BATU,14,20,15,16,12,17,19,11,12,11,21,98,93,26,17,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,RISO,24,17,13,12,17,19,10,19,10,19,12,66,81,42,24,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,PALATTA,10,18,15,11,20,11,16,10,14,10,40,73,94,45,11,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,TAPANGO BARAT,19,16,15,14,19,18,20,20,17,19,50,52,46,11,10,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,KURRAK,17,17,18,16,14,13,20,17,16,12,44,33,58,33,15,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,BUSSU,23,13,19,20,12,17,15,14,12,10,37,54,75,37,16,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,TUTTULA,11,15,13,12,14,17,16,19,10,17,34,86,27,27,15,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,JAMBU MALEA,18,17,17,13,16,14,20,10,19,17,43,64,20,38,11,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,KALIMBUA,30,20,20,13,12,19,16,19,20,19,38,93,29,33,20,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,BANATO REJO,26,16,13,18,13,16,16,20,16,12,40,62,89,44,10,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,TINAMBUNG,29,19,19,12,10,15,15,12,11,10,28,45,57,10,13,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,KARAMA,14,19,20,12,10,13,14,16,13,12,28,71,61,12,13,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,TANGNGA TANGNGA,25,12,18,12,19,10,11,12,16,10,11,77,24,48,17,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,LEKOPADIS,13,18,18,17,17,16,14,16,11,13,10,82,69,20,12,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,GALUNG LOMBOK,17,17,12,19,19,16,10,13,19,10,24,62,93,23,19,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,TANDUNG,26,11,12,10,11,10,11,11,12,15,30,100,68,45,11,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,BATULAYA,13,12,19,19,11,12,13,12,15,11,43,32,99,48,21,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,SEPABATU,29,20,19,11,13,19,14,13,20,16,43,76,67,10,17,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,TARAMANU,21,14,13,14,16,17,16,17,20,13,24,91,11,30,23,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,AMBOPADANG,19,18,10,19,19,16,16,16,15,14,26,99,70,38,11,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,TUBBI,28,11,15,10,18,16,14,11,20,15,42,46,47,41,19,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,RATTE,18,18,11,16,17,15,18,16,17,19,32,48,83,49,21,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,BESOANGIN,10,17,14,16,16,12,20,12,11,18,45,35,65,46,19,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,PIRIANG TAPIKO,15,15,19,13,15,19,15,15,16,19,30,83,18,42,20,AGUSTUS
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,PEBURRU,28,11,13,19,12,15,20,11,10,16,32,13,11,20,23,AGUSTUS
