PROVINSI,KABUPATEN,KECAMATAN,KELURAHAN,Sasaran,Persen_Ukur_Timbang,Stunting,Wasting,Underweight,BULAN
SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,SABANG SUBIK,197,98.98,35,9,32,JULI
SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,PAMBUSUANG,114,96.49,17,4,14,JULI
SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,BALA,229,88.65,36,4,28,JULI
SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,LAMBANAN,448,93.75,72,14,64,JULI
SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,LEGO,270,64.44,51,4,34,JULI
SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,PALLIS,162,71.6,47,4,27,JULI
SULAWESI BARAT,POLEWALI MANDAR,BINUANG,AMASSANGAN,88,64.77,12,0,6,JULI
SULAWESI BARAT,POLEWALI MANDAR,BINUANG,TONYAMAN,76,88.16,20,0,11,JULI
SULAWESI BARAT,POLEWALI MANDAR,BINUANG,KUAJANG,215,64.65,23,11,16,JULI
SULAWESI BARAT,POLEWALI MANDAR,BINUANG,PAKU,231,70.13,79,24,69,JULI
SULAWESI BARAT,POLEWALI MANDAR,BINUANG,MIRRING,420,65.71,64,34,57,JULI
SULAWESI BARAT,POLEWALI MANDAR,BINUANG,BATETANGNGA,211,62.56,28,10,32,JULI
SULAWESI BARAT,POLEWALI MANDAR,BINUANG,MAMMI,505,67.52,68,37,83,JULI
SULAWESI BARAT,POLEWALI MANDAR,BINUANG,KALEOK,105,78.1,26,6,30,JULI
SULAWESI BARAT,POLEWALI MANDAR,BINUANG,AMOLA,237,59.49,21,25,32,JULI
SULAWESI BARAT,POLEWALI MANDAR,BINUANG,REA,267,64.42,59,22,49,JULI
SULAWESI BARAT,POLEWALI MANDAR,BULO,BULO,113,74.34,16,12,21,JULI
SULAWESI BARAT,POLEWALI MANDAR,BULO,PULLIWA,66,66.67,3,7,10,JULI
SULAWESI BARAT,POLEWALI MANDAR,BULO,PATAMBANUA,23,95.65,0,2,4,JULI
SULAWESI BARAT,POLEWALI MANDAR,BULO,KAROMBANG,113,60.18,15,15,15,JULI
SULAWESI BARAT,POLEWALI MANDAR,BULO,DAALA TIMUR,124,62.9,14,4,11,JULI
SULAWESI BARAT,POLEWALI MANDAR,BULO,LENGGO,72,73.61,8,1,3,JULI
SULAWESI BARAT,POLEWALI MANDAR,BULO,SABURA,151,50.99,18,9,22,JULI
SULAWESI BARAT,POLEWALI MANDAR,BULO,SEPPORRAKI,108,76.85,21,6,16,JULI
SULAWESI BARAT,POLEWALI MANDAR,BULO,IHING,32,90.63,5,0,6,JULI
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,PAPPANG,71,60.56,11,6,11,JULI
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,LALIKO,166,56.02,39,11,34,JULI
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,BONDE,102,61.76,11,6,12,JULI
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,KATUMBANGAN LEMO,1393,19.53,54,27,107,JULI
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,PANYAMPA,275,78.55,51,9,51,JULI
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,SURUANG,272,53.31,34,12,38,JULI
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,LAMPOKO,155,73.55,13,20,23,JULI
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,KATUMBANGAN,197,61.93,18,17,31,JULI
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,LAPEO,414,71.26,50,24,60,JULI
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,PARAPPE,294,60.88,43,20,36,JULI
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,ONGKO,239,45.61,28,20,42,JULI
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,KENJE,342,79.53,65,31,64,JULI
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,SUMARRANG,356,84.27,65,26,48,JULI
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,BOTTO,245,80.41,48,14,41,JULI
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,GATTUNGAN,363,87.6,59,10,64,JULI
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,PADANG TIMUR,132,87.12,16,10,24,JULI
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,PADANG,98,90.82,17,5,16,JULI
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,LAGI-AGI,86,90.7,16,8,18,JULI
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,LIMBORO,345,96.23,73,36,76,JULI
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,LEMBANG LEMBANG,344,94.19,70,13,47,JULI
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,TANDASURA,382,87.7,92,55,98,JULI
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,SAMASUNDU,191,94.76,48,32,60,JULI
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,NAPO,359,97.49,96,55,110,JULI
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,TODANG TODANG,216,81.48,46,12,41,JULI
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,PENDULANGAN,167,50.3,11,18,26,JULI
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,RENGGEANG,266,80.83,26,31,56,JULI
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,SALARRI,257,67.32,20,32,53,JULI
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,TANGAN BARU,183,66.67,26,31,44,JULI
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,PALECE,145,92.41,29,32,44,JULI
SULAWESI BARAT,POLEWALI MANDAR,LUYO,BATUPANGA,219,93.61,34,23,52,JULI
SULAWESI BARAT,POLEWALI MANDAR,LUYO,MAMBU,237,89.87,47,17,49,JULI
SULAWESI BARAT,POLEWALI MANDAR,LUYO,TENGGELANG,188,90.96,37,29,57,JULI
SULAWESI BARAT,POLEWALI MANDAR,LUYO,BARU,523,86.42,108,39,102,JULI
SULAWESI BARAT,POLEWALI MANDAR,LUYO,PUSSUI,193,96.89,32,9,36,JULI
SULAWESI BARAT,POLEWALI MANDAR,LUYO,MAPILI BARAT,206,68.93,28,25,43,JULI
SULAWESI BARAT,POLEWALI MANDAR,LUYO,SAMBALI WALI,347,89.63,55,23,72,JULI
SULAWESI BARAT,POLEWALI MANDAR,LUYO,BATUPANGA DAALA,57,87.72,7,8,13,JULI
SULAWESI BARAT,POLEWALI MANDAR,LUYO,LUYO,359,89.69,61,7,54,JULI
SULAWESI BARAT,POLEWALI MANDAR,LUYO,PUSSUI BARAT,197,98.98,35,9,32,JULI
SULAWESI BARAT,POLEWALI MANDAR,LUYO,PUCCADI,114,96.49,17,4,14,JULI
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,MAPILI,229,88.65,36,4,28,JULI
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,UGIBARU,448,93.75,72,14,64,JULI
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,RUMPA,270,64.44,51,4,34,JULI
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,KURMA,162,71.6,47,4,27,JULI
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,BUKU,88,64.77,12,0,6,JULI
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,BONNE BONNE,76,88.16,20,0,11,JULI
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,BEROANGIN,215,64.65,23,11,16,JULI
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,SEGERANG,231,70.13,79,24,69,JULI
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,BONRA,420,65.71,64,34,57,JULI
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,SATTOKO,211,62.56,28,10,32,JULI
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,RAPPANG BARAT,505,67.52,68,37,83,JULI
SULAWESI BARAT,POLEWALI MANDAR,MAPILLI,LANDI KANUSUANG,105,78.1,26,6,30,JULI
SULAWESI BARAT,POLEWALI MANDAR,MATAKALI,MATAKALI,237,59.49,21,25,32,JULI
SULAWESI BARAT,POLEWALI MANDAR,MATAKALI,PETAMPANUA,267,64.42,59,22,49,JULI
SULAWESI BARAT,POLEWALI MANDAR,MATAKALI,BARUMBUNG,113,74.34,16,12,21,JULI
SULAWESI BARAT,POLEWALI MANDAR,MATAKALI,PASIANG,66,66.67,3,7,10,JULI
SULAWESI BARAT,POLEWALI MANDAR,MATAKALI,TONROLIMA,23,95.65,0,2,4,JULI
SULAWESI BARAT,POLEWALI MANDAR,MATAKALI,INDOMAKKOMBONG,113,60.18,15,15,15,JULI
SULAWESI BARAT,POLEWALI MANDAR,MATAKALI,BUNGA-BUNGA,124,62.9,14,4,11,JULI
SULAWESI BARAT,POLEWALI MANDAR,MATANGNGA,MATANGNGA,72,73.61,8,1,3,JULI
SULAWESI BARAT,POLEWALI MANDAR,MATANGNGA,LILLI,151,50.99,18,9,22,JULI
SULAWESI BARAT,POLEWALI MANDAR,MATANGNGA,RANGOAN,108,76.85,21,6,16,JULI
SULAWESI BARAT,POLEWALI MANDAR,MATANGNGA,TAPUA,32,90.63,5,0,6,JULI
SULAWESI BARAT,POLEWALI MANDAR,MATANGNGA,MAMBU TAPUA,71,60.56,11,6,11,JULI
SULAWESI BARAT,POLEWALI MANDAR,MATANGNGA,BA'BA TAPUA,166,56.02,39,11,34,JULI
SULAWESI BARAT,POLEWALI MANDAR,MATANGNGA,KATIMBANG,102,61.76,11,6,12,JULI
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,POLEWALI,1393,19.53,54,27,107,JULI
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,WATTANG,275,78.55,51,9,51,JULI
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,SULEWATANG,272,53.31,34,12,38,JULI
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,LANTORA,155,73.55,13,20,23,JULI
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,TAKATIDUNG,197,61.93,18,17,31,JULI
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,PEKKABATA,414,71.26,50,24,60,JULI
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,MADATE,294,60.88,43,20,36,JULI
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,MANDING,239,45.61,28,20,42,JULI
SULAWESI BARAT,POLEWALI MANDAR,POLEWALI,DARMA,342,79.53,65,31,64,JULI
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,PELITAKAN,356,84.27,65,26,48,JULI
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,TAPANGO,245,80.41,48,14,41,JULI
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,RAPPANG,363,87.6,59,10,64,JULI
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,DAKKA,132,87.12,16,10,24,JULI
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,BATU,98,90.82,17,5,16,JULI
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,RISO,86,90.7,16,8,18,JULI
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,PALATTA,345,96.23,73,36,76,JULI
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,TAPANGO BARAT,344,94.19,70,13,47,JULI
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,KURRAK,382,87.7,92,55,98,JULI
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,BUSSU,191,94.76,48,32,60,JULI
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,TUTTULA,359,97.49,96,55,110,JULI
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,JAMBU MALEA,216,81.48,46,12,41,JULI
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,KALIMBUA,167,50.3,11,18,26,JULI
SULAWESI BARAT,POLEWALI MANDAR,TAPANGO,BANATO REJO,266,80.83,26,31,56,JULI
SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,TINAMBUNG,257,67.32,20,32,53,JULI
SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,KARAMA,183,66.67,26,31,44,JULI
SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,TANGNGA TANGNGA,145,92.41,29,32,44,JULI
SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,LEKOPADIS,219,93.61,34,23,52,JULI
SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,GALUNG LOMBOK,237,89.87,47,17,49,JULI
SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,TANDUNG,188,90.96,37,29,57,JULI
SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,BATULAYA,523,86.42,108,39,102,JULI
SULAWESI BARAT,POLEWALI MANDAR,TINAMBUNG,SEPABATU,193,96.89,32,9,36,JULI
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,TARAMANU,206,68.93,28,25,43,JULI
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,AMBOPADANG,347,89.63,55,23,72,JULI
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,TUBBI,57,87.72,7,8,13,JULI
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,RATTE,359,89.69,61,7,54,JULI
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,BESOANGIN,197,98.98,35,9,32,JULI
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,PIRIANG TAPIKO,114,96.49,17,4,14,JULI
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,PEBURRU,229,88.65,36,4,28,JULI
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,TALOBA,448,93.75,72,14,64,JULI
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,POLLEWANI,270,64.44,51,4,34,JULI
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,ARABUA,162,71.6,47,4,27,JULI
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,BESOANGIN UTARA,88,64.77,12,0,6,JULI
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,PODA,76,88.16,20,0,11,JULI
SULAWESI BARAT,POLEWALI MANDAR,TUTAR,TARAMANU TUA,215,64.65,23,11,16,JULI
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,SIDODADI,231,70.13,79,24,69,JULI
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,SIDOREJO,420,65.71,64,34,57,JULI
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,SUMBEREJO,211,62.56,28,10,32,JULI
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,BUMIAYU,505,67.52,68,37,83,JULI
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,KEBUNSARI,105,78.1,26,6,30,JULI
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,BANUA BARU,237,59.49,21,25,32,JULI
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,NEPO,267,64.42,59,22,49,JULI
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,SUGIHWARAS,113,74.34,16,12,21,JULI
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,CAMPURJO,66,66.67,3,7,10,JULI
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,BUMIMULYO,23,95.65,0,2,4,JULI
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,TUMPILING,113,60.18,15,15,15,JULI
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,BAKKA-BAKKA,124,62.9,14,4,11,JULI
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,ARJO SARI,72,73.61,8,1,3,JULI
SULAWESI BARAT,POLEWALI MANDAR,WONOMULYO,GALESON,151,50.99,18,9,22,JULI
SULAWESI BARAT,MAMUJU,MAMUJU,BINANGA,108,76.85,21,6,16,JULI
SULAWESI BARAT,MAMUJU,MAMUJU,MAMUNYU,32,90.63,5,0,6,JULI
SULAWESI BARAT,MAMUJU,MAMUJU,KAREMA,71,60.56,11,6,11,JULI
SULAWESI BARAT,MAMUJU,MAMUJU,RIMUKU,166,56.02,39,11,34,JULI
SULAWESI BARAT,MAMUJU,MAMUJU,BAMBU,102,61.76,11,6,12,JULI
SULAWESI BARAT,MAMUJU,MAMUJU,KARAMPUANG,1393,19.53,54,27,107,JULI
SULAWESI BARAT,MAMUJU,MAMUJU,TADUI,275,78.55,51,9,51,JULI
SULAWESI BARAT,MAMUJU,MAMUJU,BATU PANNU,272,53.31,34,12,38,JULI
SULAWESI BARAT,MAMUJU,TAPALANG,GALUNG,155,73.55,13,20,23,JULI
SULAWESI BARAT,MAMUJU,TAPALANG,KASAMBANG,197,61.93,18,17,31,JULI
SULAWESI BARAT,MAMUJU,TAPALANG,DAYANGINNA,414,71.26,50,24,60,JULI
SULAWESI BARAT,MAMUJU,TAPALANG,OROBATU,294,60.88,43,20,36,JULI
SULAWESI BARAT,MAMUJU,TAPALANG,TAKANDEANG,239,45.61,28,20,42,JULI
SULAWESI BARAT,MAMUJU,TAPALANG,BELA,342,79.53,65,31,64,JULI
SULAWESI BARAT,MAMUJU,TAPALANG,TAAN,356,84.27,65,26,48,JULI
SULAWESI BARAT,MAMUJU,TAPALANG,TAMPALANG,245,80.41,48,14,41,JULI
SULAWESI BARAT,MAMUJU,TAPALANG,RANTEDODA,363,87.6,59,10,64,JULI
SULAWESI BARAT,MAMUJU,TAPALANG,KOPEANG,132,87.12,16,10,24,JULI
SULAWESI BARAT,MAMUJU,KALUKKU,SINYONYOI,98,90.82,17,5,16,JULI
SULAWESI BARAT,MAMUJU,KALUKKU,BEBANGA,86,90.7,16,8,18,JULI
SULAWESI BARAT,MAMUJU,KALUKKU,KALUKKU,345,96.23,73,36,76,JULI
SULAWESI BARAT,MAMUJU,KALUKKU,SINYONYOI SELATAN,344,94.19,70,13,47,JULI
SULAWESI BARAT,MAMUJU,KALUKKU,SONDOANG,382,87.7,92,55,98,JULI
SULAWESI BARAT,MAMUJU,KALUKKU,BERU-BERU,191,94.76,48,32,60,JULI
SULAWESI BARAT,MAMUJU,KALUKKU,BELANG BELANG,359,97.49,96,55,110,JULI
SULAWESI BARAT,MAMUJU,KALUKKU,KABULOANG,216,81.48,46,12,41,JULI
SULAWESI BARAT,MAMUJU,KALUKKU,KEANG,167,50.3,11,18,26,JULI
SULAWESI BARAT,MAMUJU,KALUKKU,POKKANG,266,80.83,26,31,56,JULI
SULAWESI BARAT,MAMUJU,KALUKKU,GULILING,257,67.32,20,32,53,JULI
SULAWESI BARAT,MAMUJU,KALUKKU,UHAIMATE,183,66.67,26,31,44,JULI
SULAWESI BARAT,MAMUJU,KALUKKU,KALUKKU BARAT,145,92.41,29,32,44,JULI
SULAWESI BARAT,MAMUJU,KALUKKU,PAMMULUKANG,219,93.61,34,23,52,JULI
SULAWESI BARAT,MAMUJU,KALUMPANG,KALUMPANG,237,89.87,47,17,49,JULI
SULAWESI BARAT,MAMUJU,KALUMPANG,KARATAUN,188,90.96,37,29,57,JULI
SULAWESI BARAT,MAMUJU,KALUMPANG,KARAMA,523,86.42,108,39,102,JULI
SULAWESI BARAT,MAMUJU,KALUMPANG,SIRAUN,193,96.89,32,9,36,JULI
SULAWESI BARAT,MAMUJU,KALUMPANG,TUMOGA,206,68.93,28,25,43,JULI
SULAWESI BARAT,MAMUJU,KALUMPANG,SALUMAKKI,347,89.63,55,23,72,JULI
SULAWESI BARAT,MAMUJU,KALUMPANG,POLIO,57,87.72,7,8,13,JULI
SULAWESI BARAT,MAMUJU,KALUMPANG,LIMBONG,359,89.69,61,7,54,JULI
SULAWESI BARAT,MAMUJU,KALUMPANG,SANDAPANG,197,98.98,35,9,32,JULI
SULAWESI BARAT,MAMUJU,KALUMPANG,KONDO BULO,114,96.49,17,4,14,JULI
SULAWESI BARAT,MAMUJU,KALUMPANG,MAKKALIKI,229,88.65,36,4,28,JULI
SULAWESI BARAT,MAMUJU,KALUMPANG,BATU MAKKADA,448,93.75,72,14,64,JULI
SULAWESI BARAT,MAMUJU,KALUMPANG,LASA',270,64.44,51,4,34,JULI
SULAWESI BARAT,MAMUJU,PAPALANG,TOABO,162,71.6,47,4,27,JULI
SULAWESI BARAT,MAMUJU,PAPALANG,PAPALANG,88,64.77,12,0,6,JULI
SULAWESI BARAT,MAMUJU,PAPALANG,BONDA,76,88.16,20,0,11,JULI
SULAWESI BARAT,MAMUJU,PAPALANG,TOPORE,215,64.65,23,11,16,JULI
SULAWESI BARAT,MAMUJU,PAPALANG,SALUKAYU,231,70.13,79,24,69,JULI
SULAWESI BARAT,MAMUJU,PAPALANG,SUKADAMAI,420,65.71,64,34,57,JULI
SULAWESI BARAT,MAMUJU,PAPALANG,BODA-BODA,211,62.56,28,10,32,JULI
SULAWESI BARAT,MAMUJU,PAPALANG,SISANGO,505,67.52,68,37,83,JULI
SULAWESI BARAT,MAMUJU,PAPALANG,BATU AMPA,105,78.1,26,6,30,JULI
SULAWESI BARAT,MAMUJU,SAMPAGA,BUNDE,237,59.49,21,25,32,JULI
SULAWESI BARAT,MAMUJU,SAMPAGA,KALONDING,267,64.42,59,22,49,JULI
SULAWESI BARAT,MAMUJU,SAMPAGA,TARAILU,113,74.34,16,12,21,JULI
SULAWESI BARAT,MAMUJU,SAMPAGA,SAMPAGA,66,66.67,3,7,10,JULI
SULAWESI BARAT,MAMUJU,SAMPAGA,TANAMBUAH,23,95.65,0,2,4,JULI
SULAWESI BARAT,MAMUJU,SAMPAGA,SALUBARANA,113,60.18,15,15,15,JULI
SULAWESI BARAT,MAMUJU,SAMPAGA,LOSSO,124,62.9,14,4,11,JULI
SULAWESI BARAT,MAMUJU,TOMMO,TOMMO,72,73.61,8,1,3,JULI
SULAWESI BARAT,MAMUJU,TOMMO,CAMPALOGA,151,50.99,18,9,22,JULI
SULAWESI BARAT,MAMUJU,TOMMO,BUANA SAKTI,108,76.85,21,6,16,JULI
SULAWESI BARAT,MAMUJU,TOMMO,TAMEMONGGA,32,90.63,5,0,6,JULI
SULAWESI BARAT,MAMUJU,TOMMO,TAMEJARRA,71,60.56,11,6,11,JULI
SULAWESI BARAT,MAMUJU,TOMMO,RANTEMARIO,166,56.02,39,11,34,JULI
SULAWESI BARAT,MAMUJU,TOMMO,MALINO,102,61.76,11,6,12,JULI
SULAWESI BARAT,MAMUJU,TOMMO,KAKULLASANG,1393,19.53,54,27,107,JULI
SULAWESI BARAT,MAMUJU,TOMMO,LELING,275,78.55,51,9,51,JULI
SULAWESI BARAT,MAMUJU,TOMMO,KALEPU,272,53.31,34,12,38,JULI
SULAWESI BARAT,MAMUJU,TOMMO,SANDANA,155,73.55,13,20,23,JULI
SULAWESI BARAT,MAMUJU,TOMMO,LELING BARAT,197,61.93,18,17,31,JULI
SULAWESI BARAT,MAMUJU,TOMMO,LELING UTARA,414,71.26,50,24,60,JULI
SULAWESI BARAT,MAMUJU,TOMMO,SALUDENGEN,294,60.88,43,20,36,JULI
SULAWESI BARAT,MAMUJU,SIMBORO DAN KEPULAUAN,SIMBORO,239,45.61,28,20,42,JULI
SULAWESI BARAT,MAMUJU,SIMBORO DAN KEPULAUAN,RANGAS,342,79.53,65,31,64,JULI
SULAWESI BARAT,MAMUJU,SIMBORO DAN KEPULAUAN,BOTTENG,356,84.27,65,26,48,JULI
SULAWESI BARAT,MAMUJU,SIMBORO DAN KEPULAUAN,SALETTO,245,80.41,48,14,41,JULI
SULAWESI BARAT,MAMUJU,SIMBORO DAN KEPULAUAN,SUMARE,363,87.6,59,10,64,JULI
SULAWESI BARAT,MAMUJU,SIMBORO DAN KEPULAUAN,BOTTENG UTARA,132,87.12,16,10,24,JULI
SULAWESI BARAT,MAMUJU,SIMBORO DAN KEPULAUAN,TAPANDULLU,98,90.82,17,5,16,JULI
SULAWESI BARAT,MAMUJU,SIMBORO DAN KEPULAUAN,PATI'DI,86,90.7,16,8,18,JULI
SULAWESI BARAT,MAMUJU,TAPALANG BARAT,DUNGKAIT,345,96.23,73,36,76,JULI
SULAWESI BARAT,MAMUJU,TAPALANG BARAT,LEBANI,344,94.19,70,13,47,JULI
SULAWESI BARAT,MAMUJU,TAPALANG BARAT,LABUANG RANO,382,87.7,92,55,98,JULI
SULAWESI BARAT,MAMUJU,TAPALANG BARAT,PASABU,191,94.76,48,32,60,JULI
SULAWESI BARAT,MAMUJU,TAPALANG BARAT,TANETE PAO,359,97.49,96,55,110,JULI
SULAWESI BARAT,MAMUJU,TAPALANG BARAT,PANGASAAN,216,81.48,46,12,41,JULI
SULAWESI BARAT,MAMUJU,TAPALANG BARAT,AHU,167,50.3,11,18,26,JULI
SULAWESI BARAT,MAMUJU,BONEHAU,BONEHAU,266,80.83,26,31,56,JULI
SULAWESI BARAT,MAMUJU,BONEHAU,SALUTIWO,257,67.32,20,32,53,JULI
SULAWESI BARAT,MAMUJU,BONEHAU,BUTTUADA,183,66.67,26,31,44,JULI
SULAWESI BARAT,MAMUJU,BONEHAU,TAMALEA,145,92.41,29,32,44,JULI
SULAWESI BARAT,MAMUJU,BONEHAU,LUMIKA,219,93.61,34,23,52,JULI
SULAWESI BARAT,MAMUJU,BONEHAU,MAPPU,237,89.87,47,17,49,JULI
SULAWESI BARAT,MAMUJU,BONEHAU,BANUADA,188,90.96,37,29,57,JULI
SULAWESI BARAT,MAMUJU,BONEHAU,HINUA,523,86.42,108,39,102,JULI
SULAWESI BARAT,MAMUJU,BONEHAU,KINATANG,193,96.89,32,9,36,JULI
SULAWESI BARAT,MAMUJU,KEP. BALA BALAKANG,BALA BALAKANG,206,68.93,28,25,43,JULI
SULAWESI BARAT,MAMUJU,KEP. BALA BALAKANG,BALA-BALAKANG TIMUR,347,89.63,55,23,72,JULI
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,MAHAHE,57,87.72,7,8,13,JULI
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,SALOBAJA,359,89.69,61,7,54,AGUSTUS
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,TOBADAK,197,98.98,35,9,32,AGUSTUS
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,PALONGAAN,114,96.49,17,4,14,AGUSTUS
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,BATU PARIGI,229,88.65,36,4,28,AGUSTUS
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,BAMBADARU,448,93.75,72,14,64,AGUSTUS
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,SEJATI,270,64.44,51,4,34,AGUSTUS
SULAWESI BARAT,MAMUJU TENGAH,TOBADAK,SALOADAK,162,71.6,47,4,27,AGUSTUS
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,POLO PANGALE,88,64.77,12,0,6,AGUSTUS
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,PANGALE,76,88.16,20,0,11,AGUSTUS
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,SARTANAMAJU,215,64.65,23,11,16,AGUSTUS
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,POLO LERENG,231,70.13,79,24,69,AGUSTUS
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,KUO,420,65.71,64,34,57,AGUSTUS
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,POLO CAMBA,211,62.56,28,10,32,AGUSTUS
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,LAMBA-LAMBA,505,67.52,68,37,83,AGUSTUS
